,genre,keywords,director,popularity,tagline,original_title,imdb_id,id
2421,action adventure drama history thriller,19th at based based cannibalism century death dick england events hunger lost moby nantucket new ocean oil on on reference sea sea ship ship shipwreck starvation story stranded suicide survival to true true whale whale whaling whaling,Ron Howard,11.696923,based on the incredible true story that inspired moby dick,In the Heart of the Sea,1390411,2421
2422,fiction science thriller fiction science thriller,time travel time travel,Michael Spierig,10.524204,to save the future he must reshape the past.,Predestination,2397535,2422
2423,action adventure crime,agent based british kingdom mi6 novel on secret secret sequel service spy united,Sam Mendes,24.926577,a plan no one escapes,Spectre,2379713,2423
2424,action adventure comedy crime,agent based britain comic comic duringcreditsstinger great kingdom marvel on organization secret secret spy united,Matthew Vaughn,28.224212,manners maketh man.,Kingsman: The Secret Service,2802144,2424
2425,crime horror thriller,adult american bulgaria exploitation express pornography rape sex,Steven R. Monroe,12.75872,,I Spit on Your Grave 2,2537176,2425
2426,thriller,amnesia based book europe italy murder novel on religion sequel symbology,Ron Howard,18.311054,his greatest challenge. humanity's last hope.,Inferno,3062096,2426
2427,thriller,19th asylum based century doctor doctor institution mental mental mental on patient patient psychological relationship short story thriller,Brad Anderson,21.991755,no one is what they seem.,Stonehearst Asylum,1772264,2427
2428,comedy music romance,biography folk singer widow writer,Sean Mewshaw,10.932742,turn the page. start a new chapter.,Tumbledown,2338424,2428
2429,action adventure fantasy,based bruce clark comic comics dc dc extended kent on powers revenge super superhero universe vigilante wayne,Zack Snyder,31.435879,justice or revenge,Batman v Superman: Dawn of Justice,2975590,2429
2430,comedy,bribery doctor hospitality job new newfoundland,Don McKellar,15.108283,the small town of tickle cove needed a doctor. what they got was a miracle.,The Grand Seduction,2319580,2430
2431,comedy crime,detroit kidnapping,Daniel Schechter,17.788579,right target. wrong woman.,Life of Crime,1663207,2431
2432,comedy,family father inheritance loss of,Matthew Weiner,10.10786,friendship... there's nothing in it for anybody.,Are You Here,1545754,2432
2433,drama,addiction ambition desire director doom father film independent job teenager tricks wild woman,Liza Johnson,10.608891,dare to care.,Hateship Loveship,2463512,2433
2434,crime drama thriller,cop corrupt criminal motel,Tze Chun,11.823937,sometimes the fight of your life comes in the dead of night.,Cold Comes the Night,2511428,2434
2435,drama thriller,at car cheating construction driving driving england england husband husband london manager movie night night one phone pregnancy project relationship road site wife,Steven Knight,12.792394,no turning back,Locke,2692904,2435
2436,drama mystery thriller,based cheating criminal crisis disappearance husband lawyer marriage missing missing murder murder novel on party person search suspect wife wife,David Fincher,154.801009,you don't know what you've got 'til it's...,Gone Girl,2267998,2436
2437,adventure comedy,art based dealer debt novel on painting painting stolen,David Koepp,10.241861,sophistication has a name.,Mortdecai,3045616,2437
2438,adventure animation comedy family adventure animation comedy family,3d aftercreditsstinger assistant duringcreditsstinger evil mastermind minions 3d aftercreditsstinger assistant duringcreditsstinger evil mastermind minions,Kyle Balda,547.488298,"before gru, they had a history of bad bosses",Minions,2293640,2438
2439,comedy drama romance,best falling female friend in love male relationship,Michael Dowse,10.841891,...being friends has its benefits?,What If,1486834,2439
2440,drama drama,biography movie star biography movie star,Richard Glatzer,11.096363,beware cupid's arrow.,The Last of Robin Hood,2450440,2440
2441,comedy horror,blood female gore nudity remake romania vampire,Eduardo Rodríguez,10.752888,new blood,Fright Night 2: New Blood,2486630,2441
2442,comedy,aftercreditsstinger bank bear buddy comes courthouse life married sequel sperm teddy to toy,Seth MacFarlane,42.061481,"ted is coming, again.",Ted 2,2637276,2442
2443,drama romance thriller,based bdsm billionaire director novel on perversion spanking woman,Sam Taylor-Johnson,33.068431,are you curious?,Fifty Shades of Grey,2322441,2443
2444,action adventure crime fantasy,arts detective fu kung martial monster sea,Tsui Hark,14.164519,,狄仁杰之神都龙王,2992146,2444
2445,action fiction science thriller,airplane hero pilot rapture remake the,Vic Armstrong,11.519053,the end begins,Left Behind,2467046,2445
2446,action adventure drama,based era manga meiji on period samurai,Keishi Ohtomo,10.9506,fate hangs on his sword,るろうに剣心 京都大火編,3029558,2446
2447,action adventure drama,based era manga meiji on period samurai samurai samurai sword,Keishi Ohtomo,12.253429,,るろうに剣心　伝説の最期編,3029556,2447
2448,drama romance,adult amsterdam based based cancer crossed drama group lovers novel novel on on oxygen star support tank teen teenager young,Josh Boone,16.274653,one sick love story,The Fault in Our Stars,2582846,2448
2449,romance thriller western,a accident american arrow bounty by cabin death death dream drinking father fire flaming flashback frontier heart horse horseback hunter in ireland love native of outlaw pistol pursuit riding rifle search sequence shootout shot shot shotgun the through unrequited violence wall,John Maclean,10.132064,wanted dead or dead,Slow West,3205376,2449
2450,adventure animation comedy fantasy adventure animation comedy fantasy,adult animation anthropomorphism food grocery gum musical number party sausage scene sex store supermarket adult animation anthropomorphism food grocery gum musical number party sausage scene sex store supermarket,Conrad Vernon,17.56963,always use condiments,Sausage Party,1700841,2450
2451,action mystery thriller,airplane airplane cell conspiracy crash hijack killer mystery night one phone,Jaume Collet-Serra,19.650229,the hijacking was just the beginning.,Non-Stop,2024469,2451
2452,drama history war,medieval scotland shakespeare,Justin Kurzel,12.493466,all hail macbeth that shall be king,Macbeth,2884018,2452
2453,comedy,family internet marriage relationship sex tape,Jake Kasdan,27.470696,a movie about a movie they don't want you to see.,Sex Tape,1956620,2453
2454,drama fiction science,adult and based black dystopia novel on white young,Phillip Noyce,12.472206,search for truth. find freedom.,The Giver,435651,2454
2455,comedy,addict car chase kidnapping prison sequel sex sex tape,Sean Anders,20.903362,new crime. same tools.,Horrible Bosses 2,2170439,2455
2456,drama war,athlete athlete biography director ii of olympic prisoners sport war war war woman world,Angelina Jolie,10.543955,survival. resilience. redemption.,Unbroken,1809398,2456
2457,drama thriller,teenager,Jorge Dorado,10.860471,don't let her in,Mindscape,1715336,2457
2458,animation,3d based brown charlie comic family on snoopy,Steve Martino,12.338346,the story of an underdog. and his dog.,The Peanuts Movie,2452042,2458
2459,comedy drama,cremation director father relationship road son syndrome tourette trip woman,Gren Wells,10.968889,,The Road Within,2962876,2459
2460,action drama war,germany ii nazi nazis panzer tank war war world,David Ayer,36.713807,war never ends quietly.,Fury,2713180,2460
2461,animation comedy family fantasy fiction science,alien alien alien awful friendship friendship invasion leader resposibility space spaceship taking,Tim Johnson,13.422713,worlds collide,Home,2224026,2461
2462,adventure animation comedy family,action and animation comedy live ocean sea sponge spongebob star water,Paul Tibbitt,12.334689,he's leaving his world behind.,The SpongeBob Movie: Sponge Out of Water,2279373,2462
2463,drama,based family france indian lead novel on restaurant,Lasse Hallström,14.466789,life's greatest journey begins with the first step.,The Hundred-Foot Journey,2980648,2463
2464,drama romance,adult art based bull cowboy drama injury novel on riding romantic student young,"George Tillman, Jr.",10.264416,two couples. two love stories. one epic tale.,The Longest Ride,2726560,2464
2465,adventure animation comedy family fantasy romance,afterlife bullfighting day dead love of the triangle,Jorge R. Gutierrez,10.337994,,The Book of Life,2262227,2465
2466,action comedy action comedy,assassination attempt cia coup d'etat dictator evil korea north assassination attempt cia coup d'etat dictator evil korea north,Seth Rogen,14.526049,the film hackers tried to get banned,The Interview,2788710,2466
2467,drama,adventure based biography hiking on story traveller true,Jean-Marc Vallée,11.209154,,Wild,2305051,2467
2468,adventure comedy drama,appalachian backpacker climbing friends hiking mountain trail,Ken Kwapis,12.019571,"when you push yourself to the edge, the real fun begins.",A Walk in the Woods,1178665,2468
2469,comedy,africa blind date family family relationship vacation,Frank Coraci,10.395472,"single dad, no clue. single mum, flying solo.",Blended,1086772,2469
2470,comedy,school teacher,Bora Dağtekin,12.957093,,Fack ju Göhte,2987732,2470
2471,drama,assassination kennedy,Nelson McCormick,10.705301,,Killing Kennedy,2815030,2471
2472,drama thriller,attraction cheating deceit faithful hipersexualidad husband infidelity interracial lie lust obsession relationship sin temptation wife,Bille Woodruff,11.005911,every woman needs an escape,Addicted,2205401,2472
2473,mystery thriller,1980s buddy cop disappearance investigation kidnapping killer police rural serial setting suspense,Alberto Rodríguez,11.127717,,La isla mínima,3253930,2473
2474,comedy thriller,assassin comedy dark,Kriv Stenders,11.616811,once is never enough.,Kill Me Three Times,2393845,2474
2475,adventure family fiction science,alien footage found,Dave Green,12.412221,no one will ever believe our story.,Earth to Echo,2183034,2475
